X,Y,Z,Roll,Pitch,Yaw
0.023990475801266925,-0.4298101834710904,0.91865811734764946,4.989789676307824,0.059432806098915006,0.021812714957126014
0.15674456363563277,-0.42873016649269186,0.91969212392383426,4.993973525758026,0.044276340744668199,-0.00031570010347833216
0.21257472450377668,-0.4274277262775063,0.91640809218560371,5.0061116558953742,0.055377618674424187,0.010630233724084073
0.19303485738283305,-0.44269030216547822,0.93135848297729162,4.9963459064585969,0.059097477354231195,0.016843825996460379
0.1539591956712387,-0.44050696409715306,0.92980364071426003,4.9957471717549993,0.041822477795433244,-0.0015375730215718073
0.087931486199685299,-0.44111292176581646,0.92987712738019612,4.9915717274685178,0.0586113097832172,0.017446152550691572
0.051037898252164537,-0.44245036139866917,0.9301769282977782,4.9905769562683613,0.064576937119009636,0.025988974721385921
0.042964320334188247,-0.44664407028332254,0.93438309091292182,4.9667549388945957,0.052916595551554521,0.021409765132915041
0.0071969294079456958,-0.4456822360765883,0.93278505700591485,4.9692517220597257,0.059506983643479741,0.024320524628602673
-0.037767239258288635,-0.44775790907696905,0.93510449371887505,4.966990496465252,0.064823698732022331,0.026343856742921681
-0.07904711082710604,-0.44607860241372377,0.9345610845871607,4.9625044618983498,0.064593334548661188,0.025124267382860853
-0.13359209971760475,-0.44677972912007635,0.93720111507911219,4.9539810268997968,0.074922162666890779,0.034986537358620146
-0.17917997206880992,-0.4506948153481532,0.94206010709871801,4.9510224330012154,0.064589624850432334,0.02390249668339019
-0.21603874255963684,-0.45509267384816199,0.94637871665728546,4.9478356114479585,0.068779289905399998,0.031813855992759543
-0.26093238616466852,-0.45710976366669842,0.94756806586896614,4.9452407768511968,0.068376745594830576,0.035578653555873113
-0.27812775596213712,-0.45887678523006548,0.94831024564239952,4.9446479584761001,0.068436198385479582,0.037066962830241704
-0.27820162932479942,-0.45886099109900486,0.94812369699851751,4.94382424045709,0.068693020693931559,0.03685348232424674
-0.28135507008968563,-0.41931717521875822,0.91457922178208484,4.9417037851303602,0.046026531272121016,0.0038587041283059953
-0.23828968997442346,-0.41804242134847514,0.91509137809868657,4.9411507423726615,0.054912794426852374,0.0094855114473094242
-0.19721360404031987,-0.41842776242824598,0.91531755241418356,4.9455859956633956,0.039315356152206243,-0.015194305117355054
-0.13912996216253054,-0.41996442040960313,0.91448008102903311,4.957828216247643,0.064419311630581066,0.021165814199565956
-0.082608042353897598,-0.41038047247623244,0.90388610371791578,4.9701104728985843,0.06365230027967346,0.021862796760129744
-0.046131242008531491,-0.40469612128631394,0.89712018540823835,4.9815006785703915,0.037381592084532331,-0.009055158372187698
-0.0048714240172472584,-0.40112078150637676,0.89261070586248725,4.9899498132024238,0.01923293766553523,-0.024610494106638403
0.027960278380433551,-0.40222620758551242,0.89353301966690613,4.9919576208132685,0.0046770701104606321,-0.038135518324132409
0.081113101222386824,-0.40174835987782309,0.89497798766140191,4.9873538418223502,0.03585630929891083,0.0036296352978233345
0.12295962683808251,-0.39675802246510317,0.8918961736572445,4.9855693039282336,0.028269250447509095,0.0011829267925004966
0.14781553155671523,-0.39419806343081809,0.88990731241215182,4.9856432904842212,0.029662483067669942,-0.0016292744532842435
0.17656126620655227,-0.39367090440441477,0.88896021805121173,4.9888658354130282,0.028297231424546779,-0.0056544688774523913
0.20606875557810772,-0.39225183946469055,0.88686659189749839,4.9929352112603205,0.037297127665587834,0.0035405854702209583
0.23932274121936004,-0.39199184214079241,0.88411885117438671,5.0022854479831658,0.040514331584502405,0.0055958448016953238
0.24448413801727009,-0.37666498894485073,0.87150141465528708,5.0020847756939082,0.055680827799783617,0.026819092409754504
0.2263870430022169,-0.37656893743899955,0.87249263942482946,4.9992522013677085,0.052583014239715828,0.021963956736109735
0.21217508291756809,-0.37675681070649181,0.87329014972837793,4.9980777207357487,0.05661890746224231,0.026779913663273612
0.19396375998741588,-0.3752136960826648,0.87261635415722405,4.9926911471732165,0.059936031070021031,0.030241548307985623
0.17609940003781538,-0.37374238162212192,0.87238889740274839,4.9878755305536311,0.047735152769713338,0.019520236471788133
0.16542844168289553,-0.37434414864794563,0.87289879301549833,4.9869319791745594,0.049189476145276093,0.021966201446313095
0.14469012732026598,-0.37529842271474789,0.87406562465516724,4.9856780124609861,0.047967677907273423,0.02031809784545251
0.12047521566975933,-0.37540815459049559,0.87443976450653171,4.9825282717201045,0.054234707752132197,0.030153872096824234
0.091615656602893114,-0.37483271684313757,0.8733128896696456,4.9845168449366302,0.053124808369484577,0.031543893400760116
0.074866947485014018,-0.37486747079870514,0.87319374647523151,4.9833972438592991,0.057051302544734742,0.033844806914547956
0.051740664342285428,-0.37467428383226242,0.8725325002053298,4.9841908516863409,0.058648832397920153,0.033578677639974894
0.036079009043012103,-0.3732727414489333,0.8713612224208227,4.9821123251054225,0.061529893133834071,0.035599179085704223
